time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1577836981.99967408,0.01968287,0.00380888,0.00000499,8963.00000000,0.02321590,0.000000,0.000000
1577836982.09952784,0.01942537,0.00323063,0.00000265,9049.00000000,0.01350281,0.000000,0.000000
1577836982.19936800,0.01973343,0.00530226,0.00000598,9107.00000000,0.02712688,0.000000,0.000000
1577836982.29959989,0.01951404,0.00344991,0.00000293,8353.00000000,0.01402944,0.000000,0.000000
1577836982.39944696,0.01963105,0.00456221,0.00000441,8477.00000000,0.02267333,0.000000,0.000000
1577836982.49928904,0.01945779,0.00327433,0.00000295,8525.00000000,0.01477961,0.000000,0.000000
1577836982.59992814,0.01960112,0.00449365,0.00000493,8636.00000000,0.02361438,0.000000,0.000000
1577836982.69975495,0.01939435,0.00286905,0.00000270,8776.00000000,0.01339796,0.000000,0.000000
1577836982.79959297,0.01923688,0.00343191,0.00000302,8947.00000000,0.01451295,0.000000,0.000000
1577836982.89940095,0.01918254,0.00329713,0.00000344,9029.00000000,0.01749803,0.000000,0.000000
1577836982.99963403,0.01929780,0.00373829,0.00000467,9198.00000000,0.02298606,0.000000,0.000000
1577836983.09945488,0.01915709,0.00367674,0.00000289,9292.00000000,0.01451369,0.000000,0.000000
1577836983.19928408,0.01931229,0.00471185,0.00000497,9426.00000000,0.02458898,0.000000,0.000000
1577836983.29990602,0.01921222,0.00362367,0.00000326,9342.00000000,0.01570987,0.000000,0.000000
1577836983.39974904,0.01920046,0.00337142,0.00000407,9477.00000000,0.01877716,0.000000,0.000000
1577836983.49958205,0.01932864,0.00385815,0.00000539,9551.00000000,0.02407123,0.000000,0.000000
1577836983.59942985,0.01921217,0.00346374,0.00000320,9537.00000000,0.01478611,0.000000,0.000000
1577836983.69966316,0.01927971,0.00447680,0.00000461,9671.00000000,0.02191388,0.000000,0.000000
1577836983.79950500,0.01912122,0.00296899,0.00000274,9739.00000000,0.01278174,0.000000,0.000000
1577836983.89935207,0.01914940,0.00455256,0.00000418,9773.00000000,0.02030488,0.000000,0.000000
1577836983.99960017,0.01922347,0.00495310,0.00000449,9870.00000000,0.02233429,0.000000,0.000000
1577836984.09943295,0.01911379,0.00335436,0.00000304,9929.00000000,0.01439750,0.000000,0.000000
1577836984.19967484,0.01933597,0.00399858,0.00000593,9909.00000000,0.02911167,0.000000,0.000000
1577836984.29951000,0.01928620,0.00321945,0.00000329,9995.00000000,0.01704677,0.000000,0.000000
1577836984.39936686,0.01929136,0.00424085,0.00000423,10084.00000000,0.01952873,0.000000,0.000000
