time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1609059017.27975440,0.04685730,0.00402656,0.00000232,10632.00000000,0.04235763,0.000000,0.000000
1609059017.37346840,0.04770647,0.00390712,0.00000394,10808.00000000,0.06553897,0.000000,0.000000
1609059017.46815085,0.04735612,0.00402683,0.00000229,10926.00000000,0.03964844,0.000000,0.000000
1609059017.57857347,0.04781213,0.00486046,0.00000325,10963.00000000,0.05830042,0.000000,0.000000
1609059017.67431927,0.04751939,0.00383685,0.00000241,11131.00000000,0.04049370,0.000000,0.000000
1609059017.76854610,0.04801829,0.00438546,0.00000347,11317.00000000,0.06049061,0.000000,0.000000
1609059017.88016224,0.04783975,0.00412937,0.00000236,11367.00000000,0.04319771,0.000000,0.000000
1609059017.97437954,0.04763045,0.00390289,0.00000237,11438.00000000,0.04197949,0.000000,0.000000
1609059018.06748652,0.04799678,0.00399879,0.00000337,11574.00000000,0.05825402,0.000000,0.000000
1609059018.17869496,0.04814940,0.00455592,0.00000292,11672.00000000,0.05257531,0.000000,0.000000
1609059018.27243114,0.04791641,0.00385880,0.00000233,11831.00000000,0.04092658,0.000000,0.000000
1609059018.36744070,0.04832506,0.00405393,0.00000351,11862.00000000,0.06099347,0.000000,0.000000
1609059018.47858906,0.04827413,0.00375114,0.00000262,12011.00000000,0.04664427,0.000000,0.000000
1609059018.57262683,0.04804106,0.00387091,0.00000243,12151.00000000,0.04034979,0.000000,0.000000
1609059018.66767120,0.04837104,0.00433918,0.00000340,12208.00000000,0.05959039,0.000000,0.000000
1609059018.77850056,0.04822606,0.00390181,0.00000241,12219.00000000,0.04315161,0.000000,0.000000
1609059018.87272120,0.04831780,0.00376712,0.00000301,12243.00000000,0.05162037,0.000000,0.000000
1609059018.96765161,0.04819751,0.00384481,0.00000257,12377.00000000,0.04374689,0.000000,0.000000
1609059019.07870841,0.04863267,0.00406396,0.00000385,12452.00000000,0.06516865,0.000000,0.000000
1609059019.17234468,0.04853053,0.00443492,0.00000245,12557.00000000,0.04454709,0.000000,0.000000
1609059019.26720786,0.04855856,0.00382037,0.00000293,11408.00000000,0.04967982,0.000000,0.000000
1609059019.37828135,0.04842672,0.00377308,0.00000234,11503.00000000,0.04302134,0.000000,0.000000
1609059019.47237420,0.04824198,0.00352439,0.00000230,11628.00000000,0.04048271,0.000000,0.000000
1609059019.56765866,0.04848203,0.00373252,0.00000341,11791.00000000,0.05880416,0.000000,0.000000
1609059019.67852235,0.04844988,0.00389002,0.00000275,11950.00000000,0.04703538,0.000000,0.000000
1609059019.77264857,0.04828713,0.00369658,0.00000242,12008.00000000,0.04096325,0.000000,0.000000
1609059019.86747146,0.04896571,0.00362239,0.00000469,12143.00000000,0.08018075,0.000000,0.000000
1609059019.98020601,0.04887251,0.00357028,0.00000252,12271.00000000,0.04449180,0.000000,0.000000
1609059020.08010578,0.04877250,0.00383869,0.00000246,12407.00000000,0.04397225,0.000000,0.000000
1609059020.18354821,0.04864380,0.00380466,0.00000236,12530.00000000,0.04233742,0.000000,0.000000
1609059020.28760123,0.04872060,0.00390714,0.00000299,12583.00000000,0.05256051,0.000000,0.000000
1609059020.38988495,0.04874810,0.00373864,0.00000286,12731.00000000,0.05015070,0.000000,0.000000
1609059020.49294901,0.04880443,0.00393615,0.00000308,12791.00000000,0.05173356,0.000000,0.000000
1609059020.59594846,0.04892676,0.00401600,0.00000322,12908.00000000,0.05541044,0.000000,0.000000
1609059020.66779947,0.04884391,0.00364109,0.00000250,12766.00000000,0.04436990,0.000000,0.000000
1609059020.76815248,0.04872333,0.00352362,0.00000252,12893.00000000,0.04209113,0.000000,0.000000
1609059020.87314439,0.04882866,0.00366838,0.00000318,12982.00000000,0.05472745,0.000000,0.000000
1609059020.97476649,0.04869859,0.00356009,0.00000236,13072.00000000,0.04128423,0.000000,0.000000
1609059021.07750583,0.04876537,0.00377382,0.00000298,13150.00000000,0.05263902,0.000000,0.000000
1609059021.18033838,0.04872364,0.00374039,0.00000262,13162.00000000,0.04626134,0.000000,0.000000
1609059021.28304815,0.04872515,0.00353223,0.00000279,13221.00000000,0.04881588,0.000000,0.000000
1609059021.38639498,0.04893931,0.00527173,0.00000352,13287.00000000,0.06200301,0.000000,0.000000
1609059021.48920226,0.04885226,0.00418894,0.00000240,13276.00000000,0.04345493,0.000000,0.000000
1609059021.59209728,0.04882894,0.00457799,0.00000278,13313.00000000,0.04736007,0.000000,0.000000
1609059021.69534230,0.04870704,0.00374475,0.00000239,13373.00000000,0.04090521,0.000000,0.000000
1609059021.76695323,0.04871887,0.00387108,0.00000294,13450.00000000,0.04948784,0.000000,0.000000
1609059021.86794615,0.04865410,0.00365648,0.00000250,13538.00000000,0.04437955,0.000000,0.000000
1609059021.97066212,0.04880466,0.00381127,0.00000342,13652.00000000,0.05889204,0.000000,0.000000
1609059022.07450390,0.04874571,0.00366379,0.00000261,13712.00000000,0.04473727,0.000000,0.000000
1609059022.17819333,0.04881925,0.00380379,0.00000304,13768.00000000,0.05389322,0.000000,0.000000
1609059022.28058290,0.04873266,0.00374067,0.00000250,13860.00000000,0.04267148,0.000000,0.000000
1609059022.38307905,0.04862487,0.00381031,0.00000241,13897.00000000,0.04097175,0.000000,0.000000
1609059022.48608494,0.04872652,0.00381637,0.00000322,13894.00000000,0.05604570,0.000000,0.000000
1609059022.58917689,0.04865928,0.00395139,0.00000244,13971.00000000,0.04375060,0.000000,0.000000
1609059022.69273901,0.04863222,0.00389938,0.00000261,14064.00000000,0.04662981,0.000000,0.000000
1609059022.79679346,0.04870508,0.00401018,0.00000312,14135.00000000,0.05416969,0.000000,0.000000
1609059022.86723208,0.04863358,0.00379575,0.00000240,14214.00000000,0.04319919,0.000000,0.000000
1609059022.96766090,0.04893758,0.00378412,0.00000419,14250.00000000,0.07234580,0.000000,0.000000
1609059023.07052565,0.04887420,0.00370676,0.00000247,14281.00000000,0.04393040,0.000000,0.000000
1609059023.17391825,0.04877761,0.00359956,0.00000237,14295.00000000,0.04114692,0.000000,0.000000
1609059023.27744293,0.04877516,0.00355826,0.00000279,14280.00000000,0.04857949,0.000000,0.000000
1609059023.38022161,0.04879022,0.00410086,0.00000285,14355.00000000,0.05001001,0.000000,0.000000
1609059023.48336816,0.04873037,0.00356112,0.00000248,14402.00000000,0.04382283,0.000000,0.000000
1609059023.58624744,0.04890283,0.00376136,0.00000371,14423.00000000,0.06321692,0.000000,0.000000
1609059023.68979168,0.04884256,0.00412901,0.00000244,14410.00000000,0.04377974,0.000000,0.000000
1609059023.79238343,0.04886417,0.00398810,0.00000288,14394.00000000,0.05070058,0.000000,0.000000
1609059023.89550376,0.04878204,0.00355991,0.00000250,14473.00000000,0.04171969,0.000000,0.000000
1609059023.96743393,0.04875403,0.00399601,0.00000277,14608.00000000,0.04631679,0.000000,0.000000
1609059024.06734276,0.04877965,0.00379032,0.00000292,14626.00000000,0.05103435,0.000000,0.000000
1609059024.17234755,0.04874041,0.00378549,0.00000255,14683.00000000,0.04524752,0.000000,0.000000
1609059024.27352023,0.04873992,0.00431991,0.00000270,14738.00000000,0.04869632,0.000000,0.000000
1609059024.37808061,0.04880904,0.00407118,0.00000318,14711.00000000,0.05509855,0.000000,0.000000
1609059024.47989202,0.04876266,0.00364184,0.00000254,14773.00000000,0.04449599,0.000000,0.000000
1609059024.58298922,0.04880198,0.00383961,0.00000303,14814.00000000,0.05245870,0.000000,0.000000
1609059024.68607807,0.04880466,0.00386034,0.00000279,14856.00000000,0.04905689,0.000000,0.000000
1609059024.78922057,0.04878487,0.00421975,0.00000263,14884.00000000,0.04690479,0.000000,0.000000
1609059024.89224553,0.04877949,0.00407195,0.00000270,14945.00000000,0.04826296,0.000000,0.000000
1609059024.99524856,0.04872389,0.00414824,0.00000254,14945.00000000,0.04333076,0.000000,0.000000
1609059025.06729579,0.04868283,0.00453642,0.00000247,14995.00000000,0.04465874,0.000000,0.000000
1609059025.16714311,0.04872052,0.00349484,0.00000300,12589.00000000,0.05245158,0.000000,0.000000
1609059025.27113247,0.04864812,0.00332243,0.00000245,12736.00000000,0.04140847,0.000000,0.000000
1609059025.37538075,0.04857737,0.00333843,0.00000239,12911.00000000,0.04143166,0.000000,0.000000
1609059025.47705412,0.04874276,0.00330237,0.00000392,13000.00000000,0.06561268,0.000000,0.000000
1609059025.58126569,0.04870322,0.00329258,0.00000257,13065.00000000,0.04462977,0.000000,0.000000
1609059025.68448257,0.04868058,0.00386317,0.00000265,13153.00000000,0.04632665,0.000000,0.000000
1609059025.78608561,0.04874950,0.00350113,0.00000329,13494.00000000,0.05598614,0.000000,0.000000
1609059025.88915634,0.04871745,0.00351011,0.00000262,13603.00000000,0.04531941,0.000000,0.000000
1609059025.99265170,0.04875579,0.00345273,0.00000308,13691.00000000,0.05285905,0.000000,0.000000
1609059026.09521747,0.04869948,0.00332154,0.00000243,13782.00000000,0.04261724,0.000000,0.000000
1609059026.16672611,0.04871466,0.00346924,0.00000295,13877.00000000,0.05036924,0.000000,0.000000
1609059026.26684046,0.04872105,0.00372242,0.00000284,13984.00000000,0.04942489,0.000000,0.000000
1609059026.37018371,0.04872060,0.00374885,0.00000293,14081.00000000,0.04867056,0.000000,0.000000
1609059026.47371840,0.04868223,0.00346678,0.00000252,14176.00000000,0.04438483,0.000000,0.000000
1609059026.57707667,0.04865548,0.00340938,0.00000265,14272.00000000,0.04563275,0.000000,0.000000
1609059026.67973781,0.04873176,0.00357144,0.00000338,14347.00000000,0.05742755,0.000000,0.000000
1609059026.78300738,0.04869394,0.00379243,0.00000253,14472.00000000,0.04434484,0.000000,0.000000
1609059026.88637638,0.04880761,0.00352780,0.00000361,14651.00000000,0.06199225,0.000000,0.000000
1609059026.98935103,0.04876622,0.00348839,0.00000251,14736.00000000,0.04392392,0.000000,0.000000
1609059027.09236431,0.04876160,0.00345676,0.00000280,14806.00000000,0.04821702,0.000000,0.000000
1609059027.19697213,0.04880851,0.00376931,0.00000318,14891.00000000,0.05439077,0.000000,0.000000
1609059027.26719236,0.04875446,0.00349208,0.00000254,14961.00000000,0.04226831,0.000000,0.000000
1609059027.36732912,0.04873651,0.00359532,0.00000263,15040.00000000,0.04656389,0.000000,0.000000
1609059027.47047043,0.04877476,0.00362974,0.00000312,15124.00000000,0.05344153,0.000000,0.000000
1609059027.57325006,0.04873515,0.00354020,0.00000266,15214.00000000,0.04386322,0.000000,0.000000
1609059027.67786574,0.04870594,0.00347963,0.00000261,15315.00000000,0.04508398,0.000000,0.000000
1609059027.77989841,0.04867603,0.00376659,0.00000273,15367.00000000,0.04493755,0.000000,0.000000
1609059027.88301587,0.04866069,0.00360037,0.00000268,15440.00000000,0.04672744,0.000000,0.000000
1609059027.98625016,0.04866988,0.00374069,0.00000291,15504.00000000,0.04983780,0.000000,0.000000
1609059028.08923697,0.04868733,0.00381353,0.00000297,15563.00000000,0.05091993,0.000000,0.000000
1609059028.19218636,0.04866819,0.00387648,0.00000281,15613.00000000,0.04619973,0.000000,0.000000
1609059028.29521918,0.04871238,0.00365552,0.00000337,15663.00000000,0.05445698,0.000000,0.000000
1609059028.36697006,0.04870579,0.00358591,0.00000276,15740.00000000,0.04784274,0.000000,0.000000
1609059028.46736312,0.04871241,0.00388521,0.00000288,15836.00000000,0.04958523,0.000000,0.000000
1609059028.57014179,0.04870611,0.00420432,0.00000273,15929.00000000,0.04786862,0.000000,0.000000
1609059028.67326593,0.04870069,0.00381453,0.00000296,15988.00000000,0.04797430,0.000000,0.000000
1609059028.77700686,0.04868329,0.00350401,0.00000270,16049.00000000,0.04633519,0.000000,0.000000
1609059028.88022399,0.04866463,0.00391908,0.00000265,16119.00000000,0.04612586,0.000000,0.000000
1609059028.98265195,0.04864335,0.00355466,0.00000265,16156.00000000,0.04572825,0.000000,0.000000
1609059029.08554935,0.04865272,0.00434588,0.00000299,16216.00000000,0.04994633,0.000000,0.000000
1609059029.18863606,0.04869230,0.00360881,0.00000318,16233.00000000,0.05419347,0.000000,0.000000
1609059029.29181147,0.04866380,0.00364526,0.00000256,16267.00000000,0.04467376,0.000000,0.000000
1609059029.39495921,0.04863079,0.00358136,0.00000270,16328.00000000,0.04397587,0.000000,0.000000
1609059029.46688223,0.04859657,0.00376934,0.00000264,16357.00000000,0.04373806,0.000000,0.000000
1609059029.56868172,0.04864712,0.00374360,0.00000327,16429.00000000,0.05587623,0.000000,0.000000
1609059029.67148805,0.04862072,0.00366247,0.00000273,16506.00000000,0.04481919,0.000000,0.000000
1609059029.78017950,0.04859043,0.00355915,0.00000255,16550.00000000,0.04419791,0.000000,0.000000
1609059029.88342690,0.04870819,0.00375920,0.00000393,16589.00000000,0.06590161,0.000000,0.000000
1609059029.98649120,0.04868927,0.00376387,0.00000265,16631.00000000,0.04590720,0.000000,0.000000
1609059030.09051895,0.04868948,0.00369330,0.00000285,16641.00000000,0.04872034,0.000000,0.000000
1609059030.19277167,0.04872860,0.00379322,0.00000321,16658.00000000,0.05455832,0.000000,0.000000
1609059030.29577327,0.04870092,0.00371008,0.00000273,16709.00000000,0.04454826,0.000000,0.000000
1609059030.36946177,0.04868257,0.00367464,0.00000281,16715.00000000,0.04591241,0.000000,0.000000
1609059030.47246552,0.04868837,0.00388710,0.00000301,16759.00000000,0.04957004,0.000000,0.000000
1609059030.57556772,0.04870502,0.00379540,0.00000315,16758.00000000,0.05125243,0.000000,0.000000
1609059030.67965126,0.04870336,0.00362695,0.00000282,16788.00000000,0.04844804,0.000000,0.000000
1609059030.78171968,0.04868630,0.00387488,0.00000262,16802.00000000,0.04604135,0.000000,0.000000
1609059030.88495612,0.04875863,0.00365243,0.00000364,16795.00000000,0.06004147,0.000000,0.000000
1609059030.98853540,0.04874359,0.00359360,0.00000271,16826.00000000,0.04638351,0.000000,0.000000
1609059031.09054160,0.04874503,0.00360795,0.00000298,16874.00000000,0.04897174,0.000000,0.000000
1609059031.19363213,0.04871640,0.00352148,0.00000254,16890.00000000,0.04416488,0.000000,0.000000
1609059031.29703736,0.04876724,0.00402871,0.00000332,16896.00000000,0.05690106,0.000000,0.000000
1609059031.36755252,0.04875894,0.00396895,0.00000274,16922.00000000,0.04742258,0.000000,0.000000
1609059031.46887279,0.04872710,0.00365080,0.00000265,16922.00000000,0.04356988,0.000000,0.000000
1609059031.57363629,0.04873730,0.00376910,0.00000292,16967.00000000,0.05039863,0.000000,0.000000
1609059031.67512703,0.04872801,0.00390765,0.00000272,17037.00000000,0.04720416,0.000000,0.000000
1609059031.77900338,0.04871174,0.00355494,0.00000286,17022.00000000,0.04602727,0.000000,0.000000
1609059031.88147783,0.04871929,0.00386470,0.00000284,17060.00000000,0.04997264,0.000000,0.000000
1609059031.98458338,0.04869842,0.00366954,0.00000259,17101.00000000,0.04521299,0.000000,0.000000
1609059032.08937383,0.04873725,0.00388032,0.00000328,17172.00000000,0.05526127,0.000000,0.000000
1609059032.19074512,0.04872677,0.00368461,0.00000288,17198.00000000,0.04695508,0.000000,0.000000
1609059032.29505801,0.04875433,0.00371526,0.00000314,17211.00000000,0.05344053,0.000000,0.000000
1609059032.39725041,0.04876006,0.00372884,0.00000304,17254.00000000,0.04973994,0.000000,0.000000
1609059032.46725941,0.04874941,0.00386582,0.00000270,17270.00000000,0.04691723,0.000000,0.000000
1609059032.56893682,0.04878914,0.00398804,0.00000327,17296.00000000,0.05566210,0.000000,0.000000
1609059032.67209268,0.04878959,0.00388045,0.00000292,17329.00000000,0.04886809,0.000000,0.000000
1609059032.77538466,0.04878534,0.00373651,0.00000278,17338.00000000,0.04804225,0.000000,0.000000
1609059032.87910700,0.04876695,0.00371528,0.00000266,17391.00000000,0.04552975,0.000000,0.000000
1609059032.98178577,0.04875116,0.00422123,0.00000266,17435.00000000,0.04595704,0.000000,0.000000
1609059033.08457184,0.04873321,0.00395577,0.00000279,17459.00000000,0.04553813,0.000000,0.000000
1609059033.18737340,0.04875590,0.00377317,0.00000324,17509.00000000,0.05281690,0.000000,0.000000
1609059033.29033232,0.04872001,0.00365420,0.00000255,17461.00000000,0.04225896,0.000000,0.000000
1609059033.39364791,0.04873172,0.00389066,0.00000311,17464.00000000,0.05085177,0.000000,0.000000
1609059033.49668574,0.04871950,0.00451359,0.00000262,17524.00000000,0.04649506,0.000000,0.000000
1609059033.56690097,0.04871018,0.00393190,0.00000270,17539.00000000,0.04700555,0.000000,0.000000
1609059033.66863132,0.04869325,0.00420378,0.00000273,17619.00000000,0.04557818,0.000000,0.000000
1609059033.77190900,0.04871570,0.00368890,0.00000307,17671.00000000,0.05286951,0.000000,0.000000
1609059033.87532115,0.04870714,0.00383674,0.00000273,17737.00000000,0.04711353,0.000000,0.000000
1609059033.97859144,0.04867038,0.00374244,0.00000257,17767.00000000,0.04179685,0.000000,0.000000
1609059034.08139491,0.04872250,0.00374636,0.00000351,17805.00000000,0.05852136,0.000000,0.000000
1609059034.18454623,0.04871035,0.00369583,0.00000272,17811.00000000,0.04641428,0.000000,0.000000
1609059034.28794646,0.04874391,0.00394243,0.00000308,17775.00000000,0.05511993,0.000000,0.000000
1609059034.39079881,0.04873138,0.00384118,0.00000264,17799.00000000,0.04633759,0.000000,0.000000
1609059034.49390650,0.04871927,0.00367977,0.00000267,17820.00000000,0.04639494,0.000000,0.000000
1609059034.59738803,0.04872825,0.00396287,0.00000306,17837.00000000,0.05046183,0.000000,0.000000
1609059034.66819239,0.04871072,0.00393618,0.00000258,17880.00000000,0.04530821,0.000000,0.000000
1609059034.76865125,0.04870510,0.00387321,0.00000272,17834.00000000,0.04760985,0.000000,0.000000
1609059034.87164879,0.04872457,0.00380386,0.00000307,17840.00000000,0.05254043,0.000000,0.000000
1609059034.97496867,0.04870026,0.00414834,0.00000265,17905.00000000,0.04391198,0.000000,0.000000
1609059035.07800603,0.04868604,0.00367991,0.00000269,17880.00000000,0.04587008,0.000000,0.000000
1609059035.18150854,0.04867706,0.00392557,0.00000275,17871.00000000,0.04689015,0.000000,0.000000
1609059035.28488564,0.04872017,0.00386664,0.00000348,17893.00000000,0.05734185,0.000000,0.000000
1609059035.38787007,0.04870672,0.00371544,0.00000281,17907.00000000,0.04600303,0.000000,0.000000
1609059035.49046373,0.04876628,0.00383766,0.00000354,17952.00000000,0.06079883,0.000000,0.000000
1609059035.59383845,0.04875921,0.00364758,0.00000268,17933.00000000,0.04732378,0.000000,0.000000
1609059035.69720578,0.04876334,0.00389105,0.00000287,17967.00000000,0.04960415,0.000000,0.000000
1609059035.76721096,0.04874689,0.00410542,0.00000257,17996.00000000,0.04537561,0.000000,0.000000
1609059035.86913967,0.04876026,0.00388917,0.00000313,18029.00000000,0.05151345,0.000000,0.000000
1609059035.97287321,0.04875896,0.00370153,0.00000281,18037.00000000,0.04849038,0.000000,0.000000
1609059036.07550001,0.04875784,0.00377838,0.00000285,18054.00000000,0.04852483,0.000000,0.000000
1609059036.17877412,0.04877708,0.00390567,0.00000316,18060.00000000,0.05279964,0.000000,0.000000
1609059036.28196192,0.04878829,0.00405809,0.00000302,18073.00000000,0.05114204,0.000000,0.000000
1609059036.38407826,0.04877041,0.00409187,0.00000260,18107.00000000,0.04499792,0.000000,0.000000
1609059036.48878360,0.04880798,0.00418642,0.00000330,18055.00000000,0.05677222,0.000000,0.000000
1609059036.59187055,0.04879458,0.00375134,0.00000265,18053.00000000,0.04594030,0.000000,0.000000
1609059036.69423103,0.04877447,0.00384104,0.00000269,18077.00000000,0.04447141,0.000000,0.000000
1609059036.79652905,0.04877049,0.00427775,0.00000276,18072.00000000,0.04791457,0.000000,0.000000
1609059036.86711431,0.04875977,0.00444150,0.00000261,18117.00000000,0.04644343,0.000000,0.000000
1609059036.96883154,0.04880958,0.00393264,0.00000353,18168.00000000,0.05961791,0.000000,0.000000
1609059037.07241583,0.04880371,0.00388528,0.00000272,18234.00000000,0.04752442,0.000000,0.000000
1609059037.17488337,0.04882183,0.00392695,0.00000322,18265.00000000,0.05279089,0.000000,0.000000
1609059037.27837992,0.04880219,0.00417253,0.00000257,18266.00000000,0.04448057,0.000000,0.000000
1609059037.38386369,0.04881749,0.00393675,0.00000311,18291.00000000,0.05219860,0.000000,0.000000
1609059037.48462415,0.04880757,0.00386572,0.00000274,18325.00000000,0.04660718,0.000000,0.000000
1609059037.58756685,0.04882088,0.00397435,0.00000299,18346.00000000,0.05178735,0.000000,0.000000
1609059037.69187737,0.04880771,0.00383591,0.00000263,18398.00000000,0.04585729,0.000000,0.000000
1609059037.79376411,0.04885221,0.00389889,0.00000363,18431.00000000,0.05886609,0.000000,0.000000
1609059037.89784861,0.04887224,0.00388435,0.00000313,18452.00000000,0.05339757,0.000000,0.000000
1609059037.96756291,0.04886887,0.00532496,0.00000268,18528.00000000,0.04810450,0.000000,0.000000
1609059038.06966138,0.04886108,0.00399955,0.00000269,18525.00000000,0.04708576,0.000000,0.000000
1609059038.17368913,0.04884022,0.00386302,0.00000266,18567.00000000,0.04406211,0.000000,0.000000
1609059038.27516603,0.04885156,0.00375547,0.00000299,18591.00000000,0.05145991,0.000000,0.000000
1609059038.37831736,0.04888317,0.00414442,0.00000324,18589.00000000,0.05618526,0.000000,0.000000
1609059038.48208857,0.04885282,0.00366517,0.00000256,18571.00000000,0.04181299,0.000000,0.000000
1609059038.58495355,0.04883738,0.00369783,0.00000265,18583.00000000,0.04523993,0.000000,0.000000
1609059038.68795753,0.04884930,0.00368704,0.00000300,18572.00000000,0.05163839,0.000000,0.000000
1609059038.79047179,0.04884855,0.00374744,0.00000282,18561.00000000,0.04867051,0.000000,0.000000
1609059038.89434791,0.04885896,0.00375139,0.00000297,18572.00000000,0.05131577,0.000000,0.000000
1609059038.99634528,0.04888650,0.00422859,0.00000322,18620.00000000,0.05541495,0.000000,0.000000
1609059039.06699657,0.04887701,0.00393341,0.00000264,18637.00000000,0.04661725,0.000000,0.000000
1609059039.16885304,0.04888167,0.00384683,0.00000289,18669.00000000,0.04999502,0.000000,0.000000
1609059039.27257133,0.04888656,0.00381406,0.00000304,18664.00000000,0.05006183,0.000000,0.000000
1609059039.37621593,0.04888752,0.00385216,0.00000281,18651.00000000,0.04911919,0.000000,0.000000
1609059039.48079920,0.04887152,0.00375850,0.00000281,18687.00000000,0.04499810,0.000000,0.000000
1609059039.56714487,0.04888292,0.00380755,0.00000318,18675.00000000,0.05165311,0.000000,0.000000
1609059039.66875052,0.04886653,0.00399352,0.00000270,18717.00000000,0.04486907,0.000000,0.000000
1609059039.77168751,0.04886447,0.00396315,0.00000269,18705.00000000,0.04835927,0.000000,0.000000
1609059039.87512374,0.04887129,0.00414686,0.00000305,18693.00000000,0.05054905,0.000000,0.000000
1609059039.97809505,0.04888675,0.00394795,0.00000303,18694.00000000,0.05270499,0.000000,0.000000
1609059040.08558822,0.04887352,0.00373273,0.00000286,18688.00000000,0.04559142,0.000000,0.000000
1609059040.18988657,0.04889376,0.00380798,0.00000333,18702.00000000,0.05393352,0.000000,0.000000
1609059040.29168534,0.04892012,0.00417484,0.00000332,18720.00000000,0.05551117,0.000000,0.000000
1609059040.39479589,0.04891592,0.00370112,0.00000274,18769.00000000,0.04786159,0.000000,0.000000
1609059040.46683908,0.04890869,0.00376558,0.00000272,18789.00000000,0.04708546,0.000000,0.000000
1609059040.56798649,0.04895073,0.00397053,0.00000352,18765.00000000,0.05958858,0.000000,0.000000
1609059040.67105055,0.04894453,0.00373228,0.00000274,18753.00000000,0.04736886,0.000000,0.000000
1609059040.77332163,0.04892277,0.00390861,0.00000259,18813.00000000,0.04337512,0.000000,0.000000
1609059040.87753201,0.04892075,0.00407494,0.00000275,18847.00000000,0.04840144,0.000000,0.000000
1609059040.98039913,0.04890848,0.00369476,0.00000269,18862.00000000,0.04575596,0.000000,0.000000
1609059041.08306503,0.04891780,0.00374123,0.00000305,18881.00000000,0.05132373,0.000000,0.000000
1609059041.18601251,0.04892291,0.00394861,0.00000300,18903.00000000,0.05024541,0.000000,0.000000
1609059041.28903103,0.04892965,0.00375542,0.00000296,18939.00000000,0.05068082,0.000000,0.000000
1609059041.39205027,0.04892376,0.00401736,0.00000271,18944.00000000,0.04738838,0.000000,0.000000
1609059041.49512434,0.04897103,0.00405395,0.00000360,18960.00000000,0.06135574,0.000000,0.000000
1609059041.56685257,0.04897487,0.00416867,0.00000289,18973.00000000,0.04998370,0.000000,0.000000
1609059041.66697454,0.04898214,0.00411720,0.00000297,19007.00000000,0.05090259,0.000000,0.000000
1609059041.77057505,0.04899002,0.00375088,0.00000299,18982.00000000,0.05107871,0.000000,0.000000
1609059041.87343860,0.04897894,0.00389819,0.00000276,19033.00000000,0.04602998,0.000000,0.000000
1609059041.97629309,0.04898328,0.00381406,0.00000286,19045.00000000,0.05014248,0.000000,0.000000
1609059042.07924390,0.04897326,0.00392999,0.00000266,19078.00000000,0.04628668,0.000000,0.000000
1609059042.18232393,0.04896182,0.00404981,0.00000266,19106.00000000,0.04588463,0.000000,0.000000
1609059042.28530908,0.04895260,0.00392258,0.00000266,19085.00000000,0.04646297,0.000000,0.000000
1609059042.38922572,0.04896761,0.00394870,0.00000308,19109.00000000,0.05303763,0.000000,0.000000
1609059042.49201274,0.04896777,0.00376312,0.00000284,19138.00000000,0.04901055,0.000000,0.000000
1609059042.59458137,0.04900480,0.00384844,0.00000347,19179.00000000,0.05911247,0.000000,0.000000
1609059042.66664553,0.04899592,0.00371481,0.00000270,19198.00000000,0.04656474,0.000000,0.000000
1609059042.76817679,0.04901124,0.00377811,0.00000327,19186.00000000,0.05322425,0.000000,0.000000
1609059042.87012792,0.04902492,0.00388211,0.00000305,19149.00000000,0.05279926,0.000000,0.000000
1609059042.97310901,0.04903543,0.00389008,0.00000299,19151.00000000,0.05194711,0.000000,0.000000
